Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Category,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Parallel Universe,Special?,Error Immune,Show Gold,Appears For Parts,Hide Reuseable,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: End Turn,Script: On any equipment use,Script: Before execute,Script: On Snap,Script: On Fury,Script: On any countdown reduce
Cold Iron,If you error[;] inflict [ice]2 freeze,2,,Arctic Storm,,,ITEM,BRIGHTCYAN,change_power,change_function,,,0,NO,NO,NO,YES,YES,NO,NO,NO,,,,,e.setvar(~error~|0); e.changecolour(~BLUE~); e.immunetoerrors = true;,e.setvar(~error~|0); e.changecolour(~BLUE~); e.immunetoerrors = true;,if (self.roll_total >= self.roll_target && self.roll_jackpot <= 0 && e.getvar(~error~) == 0) { e.setvar(~error~|1); e.animate(~flashandshake~); e.changecolour(~GRAY~); sfx(~_ice~); inflict(ICE|2); e.immunetoerrors = false; e.animate(~error~|0.05); },,,,
Cold Iron_upgraded,If you error[;] inflict [ice]2 freeze|If you jackpot[;] inflict [ice]1 freeze,2,,Arctic Storm,,,ITEM,BRIGHTCYAN,,,,,0,NO,NO,NO,YES,YES,NO,NO,NO,,,,,e.setvar(~error~|0); e.changecolour(~BLUE~); e.immunetoerrors = true;,e.setvar(~error~|0); e.changecolour(~BLUE~); e.immunetoerrors = true;,if (self.roll_total >= self.roll_target && self.roll_jackpot <= 0 && e.getvar(~error~) == 0) { e.setvar(~error~|1); e.animate(~flashandshake~); e.changecolour(~GRAY~); sfx(~_ice~); inflict(ICE|2); e.immunetoerrors = false; e.animate(~error~|0.05); } if(self.roll_jackpot > 0) { e.animate(~flashandshake~); e.changecolour(~GRAY~); sfx(~_ice~); inflict(ICE); },,,,
Cold Iron_downgraded,If you error[;] inflict [ice]1 freeze,2,,Arctic Storm,,,ITEM,BRIGHTCYAN,,,,,0,NO,NO,NO,YES,YES,NO,NO,NO,,,,,e.setvar(~error~|0); e.changecolour(~BLUE~); e.immunetoerrors = true;,e.setvar(~error~|0); e.changecolour(~BLUE~); e.immunetoerrors = true;,if (self.roll_total >= self.roll_target && self.roll_jackpot <= 0 && e.getvar(~error~) == 0) { e.setvar(~error~|1); e.animate(~flashandshake~); e.changecolour(~GRAY~); sfx(~_ice~); inflict(ICE|1); e.immunetoerrors = false; e.animate(~error~|0.05); },,,,
Light Pillar,Do [vanish]<d6> damage|(Cost [mana]1[]: inflict vanish),1,if(getstatusself(MANA) >= 1) { removestatusself(MANA|1); attack(d | VANISH); if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { inflict(~ncr_vanish~); inflict(~ncr_internalvanish~); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); } else { self.textparticle(~No effect!~); } } else { attack(d | VANISH); } ,Delude,MIN4,,MAGIC,PINK,change_power,complicate,,_vanish,0,NO,NO,YES,NO,NO,NO,NO,NO,1,,,,,,,,,,
Light Pillar_upgraded,Do [vanish]<d6> damage|(Cost [mana]1[]: inflict vanish),1,if(getstatusself(MANA) >= 1) { removestatusself(MANA|1); attack(d | VANISH); if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { inflict(~ncr_vanish~); inflict(~ncr_internalvanish~); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); } else { self.textparticle(~No effect!~); } } else { attack(d | VANISH); } ,Delude,NORMAL,,MAGIC,PINK,,,,_vanish,0,NO,NO,YES,NO,NO,NO,NO,NO,,,,,,,,,,,
Magic Pipe,Inflict [vanish]1 vanish per|[weaken]1 weaken on enemy,1,if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { inflict(~ncr_vanish~|getstatus(WEAKEN)); inflict(~ncr_internalvanish~|getstatus(WEAKEN)); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); } else { self.textparticle(~No effect!~); },Strobe Light,COUNTDOWN,18,ITEM,PINK,change_power,change_function,,_vanish,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Magic Pipe_upgraded,Inflict [vanish]1 vanish per|[weaken]1 weaken on enemy,1,if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { inflict(~ncr_vanish~|getstatus(WEAKEN)); inflict(~ncr_internalvanish~|getstatus(WEAKEN)); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); } else { self.textparticle(~No effect!~); },Strobe Light,COUNTDOWN,12,ITEM,PINK,,,,_vanish,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Magic Pipe_downgraded,Inflict [vanish]1 vanish per|[weaken]2 weaken on enemy,1,var f = getstatus(WEAKEN) * 0.5; if (f % 1 != 0) { f = f - 0.5 } if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { inflict(~ncr_vanish~|f); inflict(~ncr_internalvanish~|f); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); } else { self.textparticle(~No effect!~); } //the f is for... france. because alias conrad coldwood is french. genius.,Strobe Light,COUNTDOWN,18,ITEM,PINK,,,,_vanish,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Magic Pipe_weakened,Inflict [vanish]1 vanish per|[weaken]2 weaken on enemy,1,var f = getstatus(WEAKEN) * 0.5; if (f % 1 != 0) { f = f - 0.5 } if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { inflict(~ncr_vanish~|f); inflict(~ncr_internalvanish~|f); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); } else { self.textparticle(~No effect!~); },Strobe Light,COUNTDOWN,12,ITEM,PINK,,,,_vanish,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Haunted Teapot,Self inflict [vanish]1 vanish|(Always offered as scrap),1,,Delude,,,ITEM,GRAY,change_power,change_power,,none,0,NO,NO,YES,NO,NO,NO,YES,NO,,,,if(getstatusself(~ncr_vanishall~) < 1 && getstatusself(VANISH) < 1 && getstatusself(~ncr_vanishlegacy~) < 1) { inflictself(~ncr_vanish~); inflictself(~ncr_internalvanish~); var dovanishself = new elements.Skill(~Vanishselfthing~); dovanishself.execute(self|target); },e.animate(~flashandshake~);,,,,,,
Haunted Teapot_upgraded,Roll an extra dice[;] get [vanish]1|(Always offered as scrap),1,,Delude,,,ITEM,GRAY,,,,none,0,NO,NO,YES,NO,NO,NO,YES,NO,,,,,e.animate(~flashandshake~); givedice(); if(getstatusself(~ncr_vanishall~) < 1 && getstatusself(VANISH) < 1 && getstatusself(~ncr_vanishlegacy~) < 1) { inflictself(~ncr_vanish~); inflictself(~ncr_internalvanish~); var dovanishself = new elements.Skill(~Vanishselfthing~); dovanishself.execute(self|target); },,,,,,
Haunted Teapot_downgraded,Self inflict [vanish]2 vanish|(Always offered as scrap),1,0,Delude,,,ITEM,GRAY,,,,none,0,NO,NO,YES,NO,NO,NO,YES,NO,,,,if(getstatusself(~ncr_vanishall~) < 1 && getstatusself(VANISH) < 1 && getstatusself(~ncr_vanishlegacy~) < 1) { inflictself(~ncr_vanish~|2); inflictself(~ncr_internalvanish~|2); var dovanishself = new elements.Skill(~Vanishselfthing~); dovanishself.execute(self|target); },e.animate(~flashandshake~);,,,,,,
Gaslighting,Do [sword]<d6> damage[;] on 6[;]|next use inflicts [vanish]3 vanish,2,e.setvar(~test~|true); var readystring = ~#~.substr(0|1) + ~[purple](ready)~; attack(d); if(e.fulldescription.split(readystring).length > 1) { if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { inflict(~ncr_vanish~|3); inflict(~ncr_internalvanish~|3); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); sfx(~_vanish~); } else { self.textparticle(~No effect!~); } } if(d == 6 && e.fulldescription.split(readystring).length == 1) { e.fulldescription = e.fulldescription + readystring; for(eq in self.equipment) { trace(~appending. me: ~ + e.name + ~ test: ~ + e.getvar(~test~)); trace(~subject: ~ + eq.name + ~ test: ~ + eq.getvar(~test~)); if(e.getvar(~test~) == true && eq.getvar(~test~) == true && eq.ready) { trace(~seen!~); if(e.fulldescription.split(readystring).length == 1) { eq.fulldescription = eq.fulldescription + readystring; eq.animate(~flash~); } eq.setvar(~test~|false); break; } } } if(d != 6 && e.fulldescription.split(readystring).length > 1) { e.fulldescription = e.fulldescription.split(readystring)[0]; for(eq in self.equipment) { trace(~removal. me: ~ + e.name + ~ test: ~ + e.getvar(~test~)); trace(~subject: ~ + eq.name + ~ test: ~ + eq.getvar(~test~)); if(e.getvar(~test~) == true && eq.getvar(~test~) == true && eq.ready) { trace(~seen!~); eq.fulldescription = eq.fulldescription.split(readystring)[0]; eq.animate(~flash~); eq.setvar(~test~|false); break; } } } e.setvar(~test~|false);,Strobe Light,NORMAL,,WEAPON,PURPLE,reducesize,change_function,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,var readystring = ~#~.substr(0|1) + ~[purple](ready)~; if(e.fulldescription.split(readystring).length > 1) { e.fulldescription = e.fulldescription.split(readystring)[0]; },var readystring = ~#~.substr(0|1) + ~[purple](ready)~; if(e.fulldescription.split(readystring).length > 1) { e.fulldescription = e.fulldescription.split(readystring)[0]; },,,,,e.setvar(~test~|true); trace(e.getvar(~test~));,,,
Gaslighting_downgraded,Do [sword]<d6> damage,2,attack(d);,Strobe Light,NORMAL,,WEAPON,PURPLE,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Gaslighting_weakened,Do [sword]<d6> damage,1,attack(d);,Strobe Light,NORMAL,,WEAPON,PURPLE,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Muon Containment Trap,Inflict [vanish]1 vanish[;] or|self-remove [vanish]1 vanish,1,,Reset Button,,,ITEM,PINK,change_power,noeffect,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,e.setvar(~trapactions~|1 - getstatusself(~ncr_vanish~)); removestatusself(~ncr_vanish~); removestatusself(~ncr_internalvanish~);,e.animate(~flashandshake~); if(e.getvar(~trapactions~) > 0) { inflict(~ncr_vanish~|e.getvar(~trapactions~)); sfx(~_vanish~); inflict(~ncr_internalvanish~|e.getvar(~trapactions~)); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); },,,,,,
Muon Containment Trap_upgraded,Inflict [vanish]1 vanish[;] and/or|self-remove [vanish]1 vanish,1,,Reset Button,,,ITEM,PINK,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,removestatusself(~ncr_vanish~); removestatusself(~ncr_internalvanish~);,e.animate(~flashandshake~); sfx(~_vanish~); inflict(~ncr_vanish~); inflict(~ncr_internalvanish~); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target);,,,,,,
Hexagram,Get a 6[;] but receive|[vanish]vanish twice each turn,1,if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } },Mirror Smash,,,ITEM,PINK,change_power,change_power,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,if(getstatusself(~ncr_vanishall~) < 1 && getstatusself(VANISH) < 1 && getstatusself(~ncr_vanishlegacy~) < 1) { sfx(~_vanish~); inflictself(~ncr_vanish~|2); inflictself(~ncr_internalvanish~|2); var dovanishself = new elements.Skill(~Vanishselfthing~); dovanishself.execute(self|target); },e.animate(~flash~); givedice(6); self.dicepool[self.dicepool.length - 1].x = e.x + 280; self.dicepool[self.dicepool.length - 1].y = e.y + 192; sfx(~jackpot_rolldice~); e.doequipmentaction(self|target|e.castdirection|[]|0.5|false);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,e.preventdefault = true; e.maintainfury = true;,
Hexagram_upgraded,Get a 6[;] but receive|[vanish]vanish once each turn,1,if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } },Mirror Smash,,,ITEM,PINK,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,if(getstatusself(~ncr_vanishall~) < 1 && getstatusself(VANISH) < 1 && getstatusself(~ncr_vanishlegacy~) < 1) { sfx(~_vanish~); inflictself(~ncr_vanish~); inflictself(~ncr_internalvanish~); var dovanishself = new elements.Skill(~Vanishselfthing~); dovanishself.execute(self|target); },e.animate(~flash~); givedice(6); self.dicepool[self.dicepool.length - 1].x = e.x + 280; self.dicepool[self.dicepool.length - 1].y = e.y + 192; sfx(~jackpot_rolldice~); e.doequipmentaction(self|target|e.castdirection|[]|0.5|false);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,e.preventdefault = true; e.maintainfury = true;,
Hexagram_downgraded,Get a 5[;] but receive|[vanish]vanish twice each turn,1,if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } },Mirror Smash,,,ITEM,PINK,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,if(getstatusself(~ncr_vanishall~) < 1 && getstatusself(VANISH) < 1 && getstatusself(~ncr_vanishlegacy~) < 1) { sfx(~_vanish~); inflictself(~ncr_vanish~|2); inflictself(~ncr_internalvanish~|2); var dovanishself = new elements.Skill(~Vanishselfthing~); dovanishself.execute(self|target); },e.animate(~flash~); givedice(5); self.dicepool[self.dicepool.length - 1].x = e.x + 280; self.dicepool[self.dicepool.length - 1].y = e.y + 192; sfx(~jackpot_rolldice~); e.doequipmentaction(self|target|e.castdirection|[]|0.5|false);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,e.preventdefault = true; e.maintainfury = true;,
Hexagram_weakened,Get a 5[;] but receive|[vanish]vanish once each turn,1,if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } },Mirror Smash,,,ITEM,PINK,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,if(getstatusself(~ncr_vanishall~) < 1 && getstatusself(VANISH) < 1 && getstatusself(~ncr_vanishlegacy~) < 1) { sfx(~_vanish~); inflictself(~ncr_vanish~); inflictself(~ncr_internalvanish~); var dovanishself = new elements.Skill(~Vanishselfthing~); dovanishself.execute(self|target); },e.animate(~flash~); givedice(5); self.dicepool[self.dicepool.length - 1].x = e.x + 280; self.dicepool[self.dicepool.length - 1].y = e.y + 192; sfx(~jackpot_rolldice~); e.doequipmentaction(self|target|e.castdirection|[]|0.5|false);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,e.preventdefault = true; e.maintainfury = true;,
Wisper@V,Do [vanish]<d6> damage[;]|inflict [vanish]vanish on 6[;]|inflict [weaken]weaken on 5,2,var oldx = e.x; if(actualdice.length > 0) { attack(d|VANISH); sfxdamage(target|d); if(d == 6) { if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { inflict(~ncr_vanish~); inflict(~ncr_internalvanish~); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); sfx(~_vanish~|~~|0.2); } else { self.textparticle(~No effect!~); } } if(d == 5) { sfx(~_weaken~|~~|0.2); inflict(WEAKEN); trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { if(self.getvar(~ncrwispkludge~) == 0) { giveequipment(~Wisper@W~|true|false|e); } else { if(self.getvar(~marshkludge~) == 0) { giveequipment(~Whisp@W~|true|false|e); } else { giveequipment(~Hamment@S~|true|false|e); } } for(eq in self.equipment) { if(eq.y > 720 && eq.name == ~Wisper@W~ && eq.namemodifier == e.namemodifier && !e.getvar(~reeq~) > 0) { eq.x = 9000; eq.doequipmentaction(self|self|e.castdirection|[]|-1|true); break; } } } } } if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } },Strobe Light,NORMAL,,WEAPON,PINK,change_power,change_power,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,e.resetvar(~reeq~);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Wisper@W,Do [weaken]<d6> damage[;]|inflict [weaken]weaken on 6[;]|inflict [vanish]vanish on 5,2,var oldx = e.x; if(actualdice.length > 0) { attack(d|WEAKEN); sfxdamage(target|d); if(d == 6) { inflict(WEAKEN); sfx(~_weaken~|~~|0.2); } if(d == 5) { if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { inflict(~ncr_vanish~); inflict(~ncr_internalvanish~); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); sfx(~_vanish~|~~|0.2); } else { self.textparticle(~No effect!~); } trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { if(self.getvar(~ncrwispkludge~) == 0) { giveequipment(~Wisper@V~|true|false|e); } else { if(self.getvar(~marshkludge~) == 0) { giveequipment(~Whisp@F~|true|false|e); } else { giveequipment(~Hamment@I~|true|false|e); } } for(eq in self.equipment) { if(eq.y > 720 && eq.name == ~Wisper@V~ && eq.namemodifier == e.namemodifier && !e.getvar(~reeq~) > 0) { eq.x = 9000; eq.doequipmentaction(self|self|e.castdirection|[]|-1|true); break; } } } } } if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } },Scream,NORMAL,,WEAPON,ORANGE,change_power,change_power,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,e.resetvar(~reeq~);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Wisper@V_downgraded,Do [vanish]<d6> damage[;]|inflict [vanish]vanish on 6,2,attack(d|VANISH); if(d == 6) { sfx(~_vanish~|~~|0.2); if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { inflict(~ncr_vanish~); inflict(~ncr_internalvanish~); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); } else { self.textparticle(~No effect!~); } } sfxdamage(target|d);,Strobe Light,EVEN,,WEAPON,PINK,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,donothing();,
Wisper@W_downgraded,Do [weaken]<d6> damage[;]|inflict [weaken]weaken on 6,2,attack(d|WEAKEN); if(d == 6) { inflict(WEAKEN); sfx(~_weaken~); } sfxdamage(target|d);,Scream,EVEN,,WEAPON,ORANGE,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,donothing();,
Wisper@V_upgraded,Do [vanish]<d6> damage[;]|inflict [vanish]vanish on 6[;]|inflict [weaken]weaken on 5,2,var oldx = e.x; if(actualdice.length > 1) { attack(d|VANISH); sfxdamage(target|d); if(d == 7) { if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { inflict(~ncr_vanish~); inflict(~ncr_internalvanish~); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); sfx(~_vanish~|~~|0.2); } else { self.textparticle(~No effect!~); } } if(d == 6) { sfx(~_weaken~|~~|0.2); inflict(WEAKEN); trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { if(self.getvar(~ncrwispkludge~) == 0) { giveequipment(~Wisper@W+~|true|false|e); } else { if(self.getvar(~marshkludge~) == 0) { giveequipment(~Whisp@W+~|true|false|e); } else { giveequipment(~Hamment@S+~|true|false|e); } } for(eq in self.equipment) { if(eq.y > 720 && eq.name == ~Wisper@W~ && eq.namemodifier == e.namemodifier && !e.getvar(~reeq~) > 0) { eq.x = 9000; eq.doequipmentaction(self|self|e.castdirection|[]|-1|true); break; } } } } } if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } },Strobe Light,NORMAL|FREE1,,WEAPON,PINK,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,e.resetvar(~reeq~);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Wisper@W_upgraded,Do [weaken]<d6> damage[;]|inflict [weaken]weaken on 6[;]|inflict [vanish]vanish on 5,2,var oldx = e.x; if(actualdice.length > 1) { attack(d|WEAKEN); sfxdamage(target|d); if(d == 7) { inflict(WEAKEN); sfx(~_weaken~|~~|0.2); } if(d == 6) { if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { inflict(~ncr_vanish~); inflict(~ncr_internalvanish~); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); sfx(~_vanish~|~~|0.2); } else { self.textparticle(~No effect!~); } trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { if(self.getvar(~ncrwispkludge~) == 0) { giveequipment(~Wisper@V+~|true|false|e); } else { if(self.getvar(~marshkludge~) == 0) { giveequipment(~Whisp@F+~|true|false|e); } else { giveequipment(~Hamment@I+~|true|false|e); } } for(eq in self.equipment) { if(eq.y > 720 && eq.name == ~Wisper@V~ && eq.namemodifier == e.namemodifier && !e.getvar(~reeq~) > 0) { eq.x = 9000; eq.doequipmentaction(self|self|e.castdirection|[]|-1|true); break; } } } } } if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } },Scream,NORMAL|FREE1,,WEAPON,ORANGE,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,e.resetvar(~reeq~);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Swamp Gas,Convert enemy's|[vanish]vanish to [poison]poison,1,var g = getstatus(~ncr_vanish~); if(getstatus(~ncr_vanishall~) > 0 # getstatus(VANISH) > 0 # getstatus(~ncr_vanishlegacy~) > 0) { g = 999; } if(g > 0) { inflict(POISON|g); sfx(~_vanish~); sfx(~_poison~); removestatus(~ncr_vanish~|ALL); removestatus(~ncr_internalvanish~|ALL); removestatus(~ncr_vanishall~|ALL); removestatus(~ncr_vanishlegacy~|ALL); removestatus(VANISH|ALL);  } else {self.textparticle(~No effect!~); },Overload,EVEN,,ITEM,PURPLE,simplify,complicate,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Invocation Ritual,Do [vanish]<d6> damage[;] on 4[;]|get Soul Jar for this turn,1,attack(d|VANISH); if(d == 4 && getstatusself(FURY) < 1) { if(self.getvar(~ncrwispkludge~) == 0) { giveequipment(~Soul Jar~|true); } else { if(self.getvar(~marshkludge~) == 0) { giveequipment(~Matchstick~|true); } else { giveequipment(~Icecube~|true); } } sfx(~_thinghappens~); } //originally named 'soul jar jar' but that's just too dumb even for me. jar-jar; you're a genius!,Hadoken,MAX4,,WEAPON,PINK,change_power,change_power,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,donothing();,
Invocation Ritual_upgraded,Do [vanish]<d6> damage[;] on 4[;]|get Soul Jar permanently,1,attack(d|VANISH); if(d == 4 && getstatusself(FURY) < 1) { if(self.getvar(~ncrwispkludge~) == 0) { giveequipment(~Soul Jar~|true|false|e); } else { if(self.getvar(~marshkludge~) == 0) { giveequipment(~Matchstick~|true|false|e); } else { giveequipment(~Icecube~|true|false|e); } } sfx(~openchest~); },Hadoken,MAX4,,WEAPON,PINK,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,donothing();,
Invocation Ritual_downgraded,Do [vanish]<d6> damage[;] on 4[;]|inflict [vanish]vanish,1,attack(d|VANISH); if(d == 4) { if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { inflict(~ncr_vanish~); inflict(~ncr_internalvanish~); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); sfx(~_vanish~); } else { self.textparticle(~No effect!~); } },Hadoken,MAX4,,WEAPON,PINK,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Tombstone,Get [vanish]1 vanish[;] do [vanish]3 dmg|(Always offered as scrap)|,1,if(getstatusself(~ncr_vanishall~) < 1 && getstatusself(VANISH) < 1 && getstatusself(~ncr_vanishlegacy~) < 1) { inflictself(~ncr_vanish~); inflictself(~ncr_internalvanish~); var dovanishself = new elements.Skill(~Vanishselfthing~); dovanishself.execute(self|target); } attack(3|VANISH); //isn't this where-,Mass Deception,EVEN,,WEAPON,GRAY,change_power,change_power,,_vanish,-1,NO,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,
Tombstone_upgraded,Do [vanish]3 damage|(Always offered as scrap)|,1,attack(3|VANISH);,Mass Deception,EVEN,,WEAPON,GRAY,,,,_vanish,-1,NO,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,
Tombstone_downgraded,Get [vanish]2 vanish[;] do [vanish]3 dmg|(Always offered as scrap)|,1,if(getstatusself(~ncr_vanishall~) < 1 && getstatusself(VANISH) < 1 && getstatusself(~ncr_vanishlegacy~) < 1) { inflictself(~ncr_vanish~|2); inflictself(~ncr_internalvanish~|2); var dovanishself = new elements.Skill(~Vanishselfthing~); dovanishself.execute(self|target); } attack(3|VANISH);,Mass Deception,EVEN,,WEAPON,GRAY,,,,_vanish,-1,NO,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,
