Name,Description,Witch Spell,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Script: On Dodge,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: End Turn,Script: On any equipment use,Script: Before execute,Script: On Snap,Script: On Fury,Script: On any countdown reduce
Beginner's Luck_downgraded,If you have [heal]Luck[;]|exchange it for a blessing,,1,if(getstatusself(~luck~) > 0 # getstatusself(~luck+~) > 0) { removestatusself(~luck~); removestatusself(~luck+~); var sfxdelay = 0; for(i in 0...0) { var randomstatus = SHIELD; if(getstatusself(FURY) == 0) { randomstatus = rand([SHIELD|FURY|REDUCE|REEQUIPNEXT|DODGE]); } else { randomstatus = rand([SHIELD|REDUCE|REEQUIPNEXT|DODGE]); } var a = 1; if (randomstatus == SHIELD) a = 4; if (randomstatus == REDUCE) a = 2; inflictself(randomstatus | a); sfx(~_~ + randomstatus.toLowerCase()|~~|sfxdelay); sfxdelay += 0.1; } } else { self.textparticle(~No effect!~); },Power Up,NORMAL,,GREEN,,,,none,0,YES,,,,,,,,,,,,,
Fissure@ncrmod,33% chance: [fire]<triple> dmg|Otherwise[;] no effect,,2,var odds = 33; if(getstatusself(~luck~) > 0){ odds *= 2; } if(getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { self.textparticle(~Success!~); attack(d * 3|FIRE); sfxdamage(target|d * 3); } else { self.textparticle(~No effect!~); },Heat Ray,ODD,,RED,change_power,change_power,,none,0,NO,,,,,,,,,,,,,
Fissure@ncrmod_upgraded,33% chance: [fire]<triple> dmg|Otherwise[;] roll a burnt dice,,2,var odds = 33; if(getstatusself(~luck~) > 0){ odds *= 2; } if(getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { self.textparticle(~Success!~); attack(d * 3|FIRE); sfxdamage(target|d * 3); } else { inflictself(FIRE); givedice(); },Heat Ray,ODD,,RED,,,,none,0,NO,,,,,,,,,,,,,
Fissure@ncrmod_downgraded,33% chance: [fire]<triple> dmg|Otherwise[;] take [fire]3 dmg,,2,var odds = 33; if(getstatusself(~luck~) > 0){ odds *= 2; } if(getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { self.textparticle(~Success!~); attack(d * 3|FIRE); sfxdamage(target|d * 3); } else { attackself(3|FIRE); },Heat Ray,ODD,,RED,,,,none,0,NO,,,,,,,,,,,,,
Sheer Cold,33% chance: [ice]<triple> dmg|Otherwise[;] no effect,,2,var odds = 33; if(getstatusself(~luck~) > 0){ odds *= 2; } if(getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { self.textparticle(~Success!~); attack(d * 3|ICE); sfxdamage(target|d * 3); } else { self.textparticle(~No effect!~); },Arctic Storm,ODD,,BRIGHTCYAN,change_power,change_power,,none,0,NO,,,,,,,,,,,,,
Sheer Cold_upgraded,33% chance: [ice]<triple> dmg|Otherwise[;] roll a 1,,2,var odds = 33; if(getstatusself(~luck~) > 0){ odds *= 2; } if(getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { self.textparticle(~Success!~); attack(d * 3|ICE); sfxdamage(target|d * 3); } else { givedice(1); },Arctic Storm,ODD,,BRIGHTCYAN,,,,none,0,NO,,,,,,,,,,,,,
Sheer Cold_downgraded,33% chance: [ice]<triple> dmg|Otherwise[;] take [ice]3 dmg,,2,var odds = 33; if(getstatusself(~luck~) > 0){ odds *= 2; } if(getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { self.textparticle(~Success!~); attack(d * 3|ICE); sfxdamage(target|d * 3); } else { attackself(3|ICE); },Arctic Storm,ODD,,BRIGHTCYAN,,,,none,0,NO,,,,,,,,,,,,,
Guillotine,33% chance: [vanish]<triple> dmg|Otherwise[;] no effect,,2,var odds = 33; if(getstatusself(~luck~) > 0){ odds *= 2; } if(getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { self.textparticle(~Success!~); attack(d * 3|VANISH); sfxdamage(target|d * 3); } else { self.textparticle(~No effect!~); },Mass Deception,ODD,,PINK,change_power,change_power,,none,0,NO,,,,,,,,,,,,,
Guillotine_upgraded,33% chance: [vanish]<triple> dmg|Otherwise[;] roll dice[;] get [vanish]1,,2,var odds = 33; if(getstatusself(~luck~) > 0){ odds *= 2; } if(getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { self.textparticle(~Success!~); attack(d * 3|VANISH); sfxdamage(target|d * 3); } else { givedice(); inflictself(~ncr_vanish~); },Mass Deception,ODD,,PINK,,,,none,0,NO,,,,,,,,,,,,,
Guillotine_downgraded,33% chance: [vanish]<triple> dmg|Otherwise[;] take [vanish]3 dmg,,2,var odds = 33; if(getstatusself(~luck~) > 0){ odds *= 2; } if(getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { self.textparticle(~Success!~); attack(d * 3|VANISH); sfxdamage(target|d * 3); } else { self.textparticle(~No effect!~); },Mass Deception,ODD,,PINK,,,,none,0,NO,,,,,,,,,,,,,
Healer Staff,Do [sword]<d6> damage|33% chance to heal [heal]<d6>,,2,var odds = 33; if(getstatusself(~luck~) > 0){ odds *= 2; } if(getstatusself(~luck+~) > 0){ odds = 100; } attack(d); if(chance(odds)) { self.textparticle(~Success!~); attackself(-d); sfx(~_heal~|~~|0.2); } sfxdamage(target|d); ,Regenerate,EVEN,,GREEN,simplify,complicate,,none,0,NO,,,,,,,,,,,,,
Boiling Cauldron,Take [fire]2 damage[;]|get 2 new dice,,1,attackself(2|FIRE); sfxdamage(self|2); sfx(~_fire~); givedice([for(i in 0...2) rand([1|2|3|4|5|6])]);,Oh Shit!,NORMAL,,RED,change_power,change_power,,,,YES,,,,,,,,,,,,,
Boiling Cauldron_upgraded,Take [fire]3 damage[;]|get 3 new dice,,1,attackself(3|FIRE); sfxdamage(self|3); sfx(~_fire~); givedice([for(i in 0...3) rand([1|2|3|4|5|6])]);,Oh Shit!,NORMAL,,RED,,,,,,YES,,,,,,,,,,,,,
Boiling Cauldron_downgraded,Take [fire]1 damage[;]|get a new dice,,1,attackself(1|FIRE); sfxdamage(self|1); sfx(~_fire~); givedice();,Oh Shit!,NORMAL,,RED,,,,,,YES,,,,,,,,,,,,,
Coldron,Take [ice]2 damage[;]|get 2 new dice,,1,attackself(2|ICE); sfxdamage(self|2); sfx(~_ice~); givedice([for(i in 0...2) rand([1|2|3|4|5|6])]);,Oh Shit!,NORMAL,,BRIGHTCYAN,change_power,change_power,,,,YES,,,,,,,,,,,,,
Coldron_upgraded,Take [ice]3 damage[;]|get 3 new dice,,1,attackself(3|ICE); sfxdamage(self|3); sfx(~_ice~); givedice([for(i in 0...3) rand([1|2|3|4|5|6])]);,Oh Shit!,NORMAL,,BRIGHTCYAN,,,,,,YES,,,,,,,,,,,,,
Coldron_downgraded,Take [ice]1 damage[;]|get a new dice,,1,attackself(1|ICE); sfxdamage(self|1); sfx(~_ice~); givedice();,Oh Shit!,NORMAL,,BRIGHTCYAN,,,,,,YES,,,,,,,,,,,,,
Ritual Cauldron,Take [vanish]2 damage[;]|get 2 new dice,,1,attackself(2|VANISH); sfxdamage(self|2); sfx(~_vanish~); givedice([for(i in 0...2) rand([1|2|3|4|5|6])]);,Oh Shit!,NORMAL,,PINK,change_power,change_power,,,,YES,,,,,,,,,,,,,
Ritual Cauldron_upgraded,Take [vanish]3 damage[;]|get 3 new dice,,1,attackself(3|VANISH); sfxdamage(self|3); sfx(~_vanish~); givedice([for(i in 0...3) rand([1|2|3|4|5|6])]);,Oh Shit!,NORMAL,,PINK,,,,,,YES,,,,,,,,,,,,,
Ritual Cauldron_downgraded,Take [vanish]1 damage[;]|get a new dice,,1,attackself(1|VANISH); sfxdamage(self|1); sfx(~_vanish~); givedice();,Oh Shit!,NORMAL,,PINK,,,,,,YES,,,,,,,,,,,,,
Planet Nine,Odd turns: do [vanish]<oddturn_d6> damage|Even: inflict [vanish]1[;] return dice,,2,if(turn % 2 == 1) { attack(d|VANISH); sfxdamage(target|d); } else { inflict(~ncr_vanish~); sfx(~_vanish~); givedice(d); },Neutron Star,NORMAL,,PINK,reducesize,complicate,,,,,,,if(turn % 2 == 0) { givedice(d); },,,,,,,,,,
Red Dwarf,Odd turns: do [fire]<oddturn_d6> damage|Even: inflict [fire]1[;] return dice,,2,if(turn % 2 == 1) { attack(d|FIRE); sfxdamage(target|d); } else { inflict(FIRE); sfx(~_fire~); givedice(d); },Neutron Star,NORMAL,,RED,reducesize,complicate,,,,,,,if(turn % 2 == 0) { givedice(d); },,,,,,,,,,
Shiver Star,Odd turns: do [ice]<oddturn_d6> damage|Even: inflict [ice]1[;] return dice,,2,if(turn % 2 == 1) { attack(d|ICE); sfxdamage(target|d); } else { inflict(ICE); sfx(~_ice~); givedice(d); },Neutron Star,NORMAL,,BRIGHTCYAN,reducesize,complicate,,,,,,,if(turn % 2 == 0) { givedice(d); },,,,,,,,,,
Planet Nine_weakened,Odd turns: do [vanish]<oddturn_d6> damage|Even: inflict [vanish]1[;] return dice,,1,if(turn % 2 == 1) { attack(d|VANISH); sfxdamage(target|d); } else { inflict(~ncr_vanish~); sfx(~_vanish~); givedice(d); },Neutron Star,MAX3,,PINK,,,,,,,,,if(turn % 2 == 0) { givedice(d); },,,,,,,,,,
Red Dwarf_weakened,Odd turns: do [fire]<oddturn_d6> damage|Even: inflict [fire]1[;] return dice,,1,if(turn % 2 == 1) { attack(d|FIRE); sfxdamage(target|d); } else { inflict(FIRE); sfx(~_fire~); givedice(d); },Neutron Star,MAX3,,RED,,,,,,,,,if(turn % 2 == 0) { givedice(d); },,,,,,,,,,
Shiver Star_weakened,Odd turns: do [ice]<oddturn_d6> damage|Even: inflict [ice]1[;] return dice,,1,if(turn % 2 == 1) { attack(d|ICE); sfxdamage(target|d); } else { inflict(ICE); sfx(~_ice~); givedice(d); },Neutron Star,MAX3,,BRIGHTCYAN,,,,,,,,,if(turn % 2 == 0) { givedice(d); },,,,,,,,,,
Planet Nine_deckupgrade,Odd turns: do [vanish]<oddturn_d6> dmg|Even: inflict [vanish]1[;] reroll dice,,2,if(turn % 2 == 1) { attack(d|VANISH); sfxdamage(target|d); } else { inflict(~ncr_vanish~); sfx(~_vanish~); givedice(); },Neutron Star,NORMAL|FREE2,,PINK,reducesize,complicate,,,,,,,if(turn % 2 == 0) { givedice(d); },,,,,,,,,,
Red Dwarf_deckupgrade,Odd turns: do [fire]<oddturn_d6> dmg|Even: inflict [fire]1[;] reroll dice,,2,if(turn % 2 == 1) { attack(d|FIRE); sfxdamage(target|d); } else { inflict(FIRE); sfx(~_fire~); givedice(); },Neutron Star,NORMAL|FREE2,,RED,reducesize,complicate,,,,,,,if(turn % 2 == 0) { givedice(d); },,,,,,,,,,
Shiver Star_deckupgrade,Odd turns: do [ice]<oddturn_d6> dmg|Even: inflict [ice]1[;] reroll dice,,2,if(turn % 2 == 1) { attack(d|ICE); sfxdamage(target|d); } else { inflict(ICE); sfx(~_ice~); givedice(); },Neutron Star,NORMAL|FREE2,,BRIGHTCYAN,reducesize,complicate,,,,,,,if(turn % 2 == 0) { givedice(d); },,,,,,,,,,
Radioactive Decay,If this is the <d6>th card used|this turn[;] inflict [poison]<d6> poison|(cards used: <equipmentuse>),,2,if(self.equipmentused == d) { inflict(POISON|d); sfx(~_poison~); } else { self.textparticle(~No effect!~); },Anthrax,NORMAL,,PURPLE,reducesize,change_power,,,,,,,,,,,,,,,,,
Radioactive Decay_downgraded,If this is the <d6>th card used|this turn[;] inflict [poison]<d6> poison|(cards used: <equipmentuse>),,2,if(self.equipmentused == d) { inflict(POISON|d); sfx(~_poison~); } else { self.textparticle(~No effect!~); },Anthrax,MAX4,,PURPLE,,,,,,,,,,,,,,,,,,,
Radioactive Decay_weakened,If this is the <d6>th card used|this turn[;] inflict [poison]<d6> poison|(cards used: <equipmentuse>),,1,if(self.equipmentused == d) { inflict(POISON|d); sfx(~_poison~); } else { self.textparticle(~No effect!~); },Anthrax,MAX4,,PURPLE,,,,,,,,,,,,,,,,,,,
Radioactive Decay_deckupgrade,If this is the <d6>th card used|this turn[;] inflict [poison]<d6> poison|(cards used: <equipmentuse>),,2,if(self.equipmentused == d) { inflict(POISON|d); sfx(~_poison~); } else { self.textparticle(~No effect!~); },Anthrax,NORMAL|FREE2,,PURPLE,,,,,,,,,,,,,,,,,,,
Super Backfire,Lose [heart]5 health|Return the dice,1,1,pierceattackself(5); givedice(d);,Oh Shit!,REQUIRE1,,PURPLE,change_backfire,change_power,,_heal,0,YES,NO,,,,,,,,,,,,
Super Backfire_downgraded,Lose [heart]15 health|Return the dice,,1,pierceattackself(15); givedice(d);,Oh Shit!,REQUIRE1,,PURPLE,,,,_heal,0,YES,NO,,,,,,,,,,,,
Super Backfire_weakened,Lose [heart]15 health|Return the dice,,1,pierceattackself(15); givedice(d);,Oh Shit!,REQUIRE1,,PURPLE,,,,_heal,0,YES,NO,,,,,,,,,,,,
Super Backfire_upgraded,Lose [heart]10 health|Return the dice,,1,pierceattackself(10); givedice(d);,Oh Shit!,REQUIRE1,,PURPLE,,,,_heal,0,YES,NO,,,,,,,,,,,,
Cyclone,Do [sword]<d6> damage[;]|roll two locked dice,,2,attack(d); sfxdamage(target|d); givedice([for(i in 0...2) rand([1|2|3|4|5|6])]); var lockisalt = false; var dummyfighter = new elements.Fighter(~Wisp~); dummyfighter.addstatus(~lock~|1); trace(dummyfighter.status.length); if(dummyfighter.status.length > 0) { for(stat in dummyfighter.status) { if(stat.type == ~alternate_lock~) { lockisalt = true; } } }  if(lockisalt) {  for(mydice in [for(i in 0...2) self.dicepool[(self.dicepool.length - 1) - i]]) {   mydice.animate(~alternate_lock~);  }  inflictself(~alternate_lock~|2); } else {  for(mydice in [for(i in 0...2) self.dicepool[(self.dicepool.length - 1) - i]]) {   mydice.locked = true;  }  sfx(~_lock~); },Copyright Strike,NORMAL,,PURPLE,change_power,change_power,,,,,,,givedice([for(i in 0...2) rand([1|2|3|4|5|6])]); var lockisalt = false; var dummyfighter = new elements.Fighter(~Wisp~); dummyfighter.addstatus(~lock~|1); trace(dummyfighter.status.length); if(dummyfighter.status.length > 0) { for(stat in dummyfighter.status) { if(stat.type == ~alternate_lock~) { lockisalt = true; } } }  if(lockisalt) {  for(mydice in [for(i in 0...2) self.dicepool[(self.dicepool.length - 1) - i]]) {   mydice.animate(~alternate_lock~);  }  inflictself(~alternate_lock~|2); } else {  for(mydice in [for(i in 0...2) self.dicepool[(self.dicepool.length - 1) - i]]) {   mydice.locked = true;  }  sfx(~_lock~); },,,,,,,,,,
Cyclone_upgraded,Do [sword]<d6> damage[;]|roll three locked dice,,2,attack(d); sfxdamage(target|d); givedice([for(i in 0...3) rand([1|2|3|4|5|6])]); var lockisalt = false; var dummyfighter = new elements.Fighter(~Wisp~); dummyfighter.addstatus(~lock~|1); trace(dummyfighter.status.length); if(dummyfighter.status.length > 0) { for(stat in dummyfighter.status) { if(stat.type == ~alternate_lock~) { lockisalt = true; } } }  if(lockisalt) {  for(mydice in [for(i in 0...3) self.dicepool[(self.dicepool.length - 1) - i]]) {   mydice.animate(~alternate_lock~);  }  inflictself(~alternate_lock~|3); } else {  for(mydice in [for(i in 0...3) self.dicepool[(self.dicepool.length - 1) - i]]) {   mydice.locked = true;  }  sfx(~_lock~); },Copyright Strike,NORMAL,,PURPLE,,,,,,,,,givedice([for(i in 0...3) rand([1|2|3|4|5|6])]); var lockisalt = false; var dummyfighter = new elements.Fighter(~Wisp~); dummyfighter.addstatus(~lock~|1); trace(dummyfighter.status.length); if(dummyfighter.status.length > 0) { for(stat in dummyfighter.status) { if(stat.type == ~alternate_lock~) { lockisalt = true; } } }  if(lockisalt) {  for(mydice in [for(i in 0...3) self.dicepool[(self.dicepool.length - 1) - i]]) {   mydice.animate(~alternate_lock~);  }  inflictself(~alternate_lock~|3); } else {  for(mydice in [for(i in 0...3) self.dicepool[(self.dicepool.length - 1) - i]]) {   mydice.locked = true;  }  sfx(~_lock~); },,,,,,,,,,
Cyclone_downgraded,Do [sword]<d6> damage[;]|roll a locked dice,,2,attack(d); sfxdamage(target|d); givedice([for(i in 0...1) rand([1|2|3|4|5|6])]); var lockisalt = false; var dummyfighter = new elements.Fighter(~Wisp~); dummyfighter.addstatus(~lock~|1); trace(dummyfighter.status.length); if(dummyfighter.status.length > 0) { for(stat in dummyfighter.status) { if(stat.type == ~alternate_lock~) { lockisalt = true; } } }  if(lockisalt) {  for(mydice in [for(i in 0...1) self.dicepool[(self.dicepool.length - 1) - i]]) {   mydice.animate(~alternate_lock~);  }  inflictself(~alternate_lock~|1); } else {  for(mydice in [for(i in 0...1) self.dicepool[(self.dicepool.length - 1) - i]]) {   mydice.locked = true;  }  sfx(~_lock~); } /*having the downgrade be a double-dose (smaller range and suppressed secondary effect) just felt natural in this case; for some reason?*/,Copyright Strike,MAX3,,PURPLE,,,,,,,,,givedice([for(i in 0...1) rand([1|2|3|4|5|6])]); var lockisalt = false; var dummyfighter = new elements.Fighter(~Wisp~); dummyfighter.addstatus(~lock~|1); trace(dummyfighter.status.length); if(dummyfighter.status.length > 0) { for(stat in dummyfighter.status) { if(stat.type == ~alternate_lock~) { lockisalt = true; } } }  if(lockisalt) {  for(mydice in [for(i in 0...1) self.dicepool[(self.dicepool.length - 1) - i]]) {   mydice.animate(~alternate_lock~);  }  inflictself(~alternate_lock~|1); } else {  for(mydice in [for(i in 0...1) self.dicepool[(self.dicepool.length - 1) - i]]) {   mydice.locked = true;  }  sfx(~_lock~); },,,,,,,,,,
Wind Chimes,Unlock all your dice,,1,removestatusself(LOCK|ALL); for(i in 1...7) removestatusself(~counter_~ + i); for(mydice in self.dicepool) { if(mydice.locked # mydice.priority) { mydice.locked = false; mydice.priority = false; mydice.canbedragged = true; mydice.animate(~flashshake~); } },Reset Button,EVEN,,PURPLE,change_power,change_power,,_lock,,YES,,,,,,,,,,,,,
Wind Chimes_upgraded,Unlock all your dice,,1,removestatusself(LOCK|ALL); for(i in 1...7) removestatusself(~counter_~ + i); for(mydice in self.dicepool) { if(mydice.locked # mydice.priority) { mydice.locked = false; mydice.priority = false; mydice.canbedragged = true; mydice.animate(~flashshake~); } },Reset Button,NORMAL,,PURPLE,,,,_lock,,YES,,,,,,,,,,,,,
Wind Chimes_downgraded,Unlock half your dice,,1,removestatusself(LOCK|ALL); for(i in 1...7) removestatusself(~counter_~ + i); var dicelist = []; for(mydice in self.dicepool) { if(mydice.locked # mydice.priority) { dicelist.push(mydice); } } shuffle(mydice); var halflength = dicelist.length / 2; halflength += (1 - (dicelist.length % 1)); for(i in 0...halflength) { var mydice = dicelist[i]; mydice.locked = false; mydice.priority = false; mydice.canbedragged = true; mydice.animate(~flashshake~); },Reset Button,EVEN,,PURPLE,,,,_lock,,YES,,,,,,,,,,,,,
Ivy,Gain [thorns]1 thorn|Return the dice,,1,inflictself(THORNS); givedice(d);,Needle,EVEN,,GREEN,change_power,complicate,,_thorns,,YES,,,,,,,,,,,,,
Ivy_upgraded,Gain [thorns]1 thorn|Bump the dice,,1,inflictself(THORNS); if(d >= 6){ givedice([6| 1]); } else { givedice(d + 1); },Needle,EVEN,,GREEN,,,,_thorns,,YES,,,,,,,,,,,,,
Speak Softly,Heal [heal]2 per thorn,,2,attackself(-getstatusself(THORNS) * 2); if(getstatusself(THORNS) > 0) { sfx(~_heal~); sfx(~_thorns~|~~|0.1); } else { sfx(~_thorns~); },Deep Breath,ODD,,GREEN,change_power,change_power,thorns,,,YES,,,,,,,,,,,,,
Speak Softly_downgraded,Heal [heal]1 per thorn,,2,attackself(-getstatusself(THORNS)); if(getstatusself(THORNS) > 0) { sfx(~_heal~); sfx(~_thorns~|~~|0.1); } else { sfx(~_thorns~); },Deep Breath,ODD,,GREEN,,,,,,YES,,,,,,,,,,,,,
Speak Softly_upgraded,Heal [heal]2 per thorn|Return the dice,,2,attackself(-getstatusself(THORNS) * 2); givedice(d); if(getstatusself(THORNS) > 0) { sfx(~_heal~); sfx(~_thorns~|~~|0.1); } else { sfx(~_thorns~); },Deep Breath,ODD,,GREEN,,,,,,YES,,,,,,,,,,,,,
Dark Hedges,Gain [thorns]5 thorns|[gray](once per battle),,2,inflictself(THORNS| 5); /*battle cry used to be this back in closed beta when thorns? was identical to weaken? but made you do extra damage instead of making the enemy take extra damage*/,Briar Bush,REQUIRE5,,GREEN,reducesize,change_power,,_thorns,0,YES,YES,,,,,,,,,,,,
Dark Hedges_downgraded,Gain [thorns]3 thorns|[gray](once per battle),,2,inflictself(THORNS| 3);,Briar Bush,REQUIRE3,,GREEN,,,,_thorns,0,YES,YES,,,,,,,,,,,,
Dark Hedges_weakened,Gain [thorns]3 thorns|[gray](once per battle),,1,inflictself(THORNS| 3);,Briar Bush,REQUIRE3,,GREEN,,,,_thorns,0,YES,YES,,,,,,,,,,,,
Dark Hedges_deckupgrade,Gain [thorns]5 thorns|[gray](once per battle),,2,inflictself(THORNS| 5);,Briar Bush,MIN5,,GREEN,,,,_thorns,0,YES,YES,,,,,,,,,,,,
Turbine,Do [sword]1 per locked dice|you have[;] return the dice,,1,var lockcount = 0; for(mydice in self.dicepool) { if(mydice.availableorlocked() && mydice.locked) { lockcount++; } } attack(lockcount); sfxdamage(target|lockcount); sfx(~_lock~|~~|0.2); givedice(d);,Confiscate,EVEN,,PURPLE,simplify,change_power,,,,,,,givedice(d);,,,,,,,,,,
Turbine_downgraded,Do [sword]1 per locked dice|you have[;] lock this dice,,1,var lockcount = 0; for(mydice in self.dicepool) { if(mydice.availableorlocked() && mydice.locked) { lockcount++; } } attack(lockcount); sfxdamage(target|lockcount); sfx(~_lock~|~~|0.2); givedice(d); var lockisalt = false; var dummyfighter = new elements.Fighter(~Wisp~); dummyfighter.addstatus(~lock~|1); trace(dummyfighter.status.length); if(dummyfighter.status.length > 0) { for(stat in dummyfighter.status) { if(stat.type == ~alternate_lock~) { lockisalt = true; } } }  if(lockisalt) {  for(mydice in [for(i in 0...1) self.dicepool[(self.dicepool.length - 1) - i]]) {   mydice.animate(~alternate_lock~);  }  inflictself(~alternate_lock~|1); } else {  for(mydice in [for(i in 0...1) self.dicepool[(self.dicepool.length - 1) - i]]) {   mydice.locked = true;  }  sfx(~_lock~); },Confiscate,EVEN,,PURPLE,,,,,,,,,givedice(d); var lockisalt = false; var dummyfighter = new elements.Fighter(~Wisp~); dummyfighter.addstatus(~lock~|1); trace(dummyfighter.status.length); if(dummyfighter.status.length > 0) { for(stat in dummyfighter.status) { if(stat.type == ~alternate_lock~) { lockisalt = true; } } }  if(lockisalt) {  for(mydice in [for(i in 0...1) self.dicepool[(self.dicepool.length - 1) - i]]) {   mydice.animate(~alternate_lock~);  }  inflictself(~alternate_lock~|1); } else {  for(mydice in [for(i in 0...1) self.dicepool[(self.dicepool.length - 1) - i]]) {   mydice.locked = true;  }  sfx(~_lock~); },,,,,,,,,,
Mirror on a Stick,Do [sword]<d6> damage. On 6[;] in|two turns[;] +1 [dice] this fight,,2,attack(d); sfxdamage(target|d); if(d == 6) { jinx(~Mirror on a Stick~|~gain an extra dice this fight~|~Gain an extra dice this fight~|~target.extradice++; sfx(\~magic_gaindice\~);~|self|self|2|d);  sfx(~_thinghappens~); } /*in a very early alpha i wasn't present for (before the game even had real graphics) counterfeit was called 'mirror on a stick'*/,Plexiglass,NORMAL,,PURPLE,reducesize,change_power,,,,,,,if(d == 6) { jinx(~Mirror on a Stick~|~gain an extra dice this fight~|~Gain an extra dice this fight~|~self.extradice++; sfx(\~magic_gaindice\~);~|self|self|2|d);  sfx(~_thinghappens~); },,,,,,,,,,
Mirror on a Stick_downgraded,Do [sword]<d6> damage. On 6[;] in|two turns[;] +1 [dice] that turn,,2,attack(d); sfxdamage(target|d); if(d == 6) { jinx(~Mirror on a Stick-~|~gain an extra dice this turn~|~Gain an extra dice this turn~|~inflict(\~stash\~ + rand([1|2|3|4|5|6])); sfx(\~magic\~);~|self|self|2|d);  sfx(~_thinghappens~); },Plexiglass,NORMAL,,PURPLE,,,,,,,,,if(d == 6) { jinx(~Mirror on a Stick-~|~gain an extra dice this turn~|~Gain an extra dice this turn~|~inflict(\~stash\~ + rand([1|2|3|4|5|6])); sfx(\~magic\~);~|self|self|2|d);  sfx(~_thinghappens~); },,,,,,,,,,
Mirror on a Stick_weakened,Do [sword]<d6> damage. On 6[;] in|two turns[;] +1 [dice] that turn,,1,attack(d); sfxdamage(target|d); if(d == 6) { jinx(~Mirror on a Stick-~|~gain an extra dice this turn~|~Gain an extra dice this turn~|~inflict(\~stash\~ + rand([1|2|3|4|5|6])); sfx(\~magic\~);~|self|self|2|d);  sfx(~_thinghappens~); },Plexiglass,NORMAL,,PURPLE,,,,,,,,,if(d == 6) { jinx(~Mirror on a Stick-~|~gain an extra dice this turn~|~Gain an extra dice this turn~|~inflict(\~stash\~ + rand([1|2|3|4|5|6])); sfx(\~magic\~);~|self|self|2|d);  sfx(~_thinghappens~); },,,,,,,,,,
Mirror on a Stick_deckupgrade,Do [sword]<d6> damage. On 6[;]|[]+1 dice this fight,,2,attack(d); sfxdamage(target|d); if(d == 6) { self.extradice++; sfx(~magic_gaindice~|~~|0.1); },Plexiglass,NORMAL,,PURPLE,,,,,,,,,if(d == 6) { self.extradice++; sfx(~magic_gaindice~|~~|0.1); },,,,,,,,,,
Smoke Signal,Stash dice for next|turn[;] then return it,1,1,inflictself(~stash~+d|1); inflictself(~illuminate~); givedice(d);,Light Switch,MIN4,,RED,simplify,complicate,,magic,0,YES,,,,,,,,,,,,,
new elements.Equipment(null);,Error an enemy equipment,,2,inflict(~ncr_error~);,Broken Gadget,EVEN,,GRAY,,,,roboterror,,,,,,,,,,,,,,,
Ancestral Staff,Deal 8 fire damage|Burn Enemy|[gray](dice might cost 2 health),,2,attack(8|FIRE); sfxdamage(target|8); sfx(~_fire~|~~|0.2); inflict(FIRE); /*the 7drl version of staff actually didn't inflict burn; burn didn't exist until a while into the versions with actual (dev art) graphics*/,Blowtorch,NORMAL|NORMAL,8,RED,change_power,changetotal10,,,,,,,,,,,,,,,,,
Ancestral Staff_upgraded,Deal 8 fire damage|Burn Enemy twice|[gray](dice might cost 2 health),,2,attack(8|FIRE); sfxdamage(target|8); sfx(~_fire~|~~|0.2); inflict(FIRE|2);,Blowtorch,NORMAL|NORMAL,8,RED,,,,,,,,,,,,,,,,,,,
Ancestral Gemstaff,Deal 8 ice damage|Freeze Enemy|[gray](dice might be unusable),,2,attack(8|ICE); sfxdamage(target|8); sfx(~_ice~|~~|0.2); inflict(ICE);,Flash Freeze,NORMAL|NORMAL,8,BRIGHTCYAN,change_power,changetotal10,,,,,,excludefromrandomlists,,,,,,,,,,,
Ancestral Gemstaff_upgraded,Deal 8 ice damage|Freeze Enemy twice|[gray](dice might be unusable),,2,attack(8|ICE); sfxdamage(target|8); sfx(~_ice~|~~|0.2); inflict(ICE|2);,Flash Freeze,NORMAL|NORMAL,8,BRIGHTCYAN,,,,,,,,excludefromrandomlists,,,,,,,,,,,
Ancestral Sceptre,Deal 8 vanish damage|Vanish Enemy|[gray](todo: try wisp redesign),,2,attack(8|VANISH); sfxdamage(target|8); sfx(~_vanish~|~~|0.2); inflict(~ncr_vanish~); /*vanish (& wisp's equipment loadout) was a literal last-day addition*/,Hadoken,NORMAL|NORMAL,8,PINK,change_power,changetotal10,,,,,,excludefromrandomlists,,,,,,,,,,,
Ancestral Sceptre_upgraded,Deal 8 vanish damage|Vanish Enemy twice|[gray](todo: unique wisp status?),,2,attack(8|VANISH); sfxdamage(target|8); sfx(~_vanish~|~~|0.2); inflict(~ncr_vanish~|2);,Hadoken,NORMAL|NORMAL,8,PINK,,,,,,,,excludefromrandomlists,,,,,,,,,,,
